
´«ÀÏ¼ö
ÁöÁ¡/Áö¿ª¸í : ¼­¿ï
¸ñÃø °üÃø ¼öÇà ±â°£ : 1907-10-01 ~ 2100-12-31

Æò±Õ ´«ÀÏ¼ö
¿¬µµ,1¿ù,2¿ù,3¿ù,4¿ù,5¿ù,6¿ù,7¿ù,8¿ù,9¿ù,10¿ù,11¿ù,12¿ù,¿¬ÇÕ°è,¼øÀ§
1907,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,0.0,5.0,10.0,15.0,114
1984,1216,¼­¿ï,Áø´«±úºñ,-
1984,1217,¼­¿ï,´«,-
1984,1218,¼­¿ï,´«,4.2
1984,1220,¼­¿ï,´«,1.3
1984,1221,¼­¿ï,´«,-
1984,1222,¼­¿ï,´«,0.6
1984,1226,¼­¿ï,´«,-
1984,1230,¼­¿ï,´«,-
1984,1231,¼­¿ï,´«,2.8
1985,0105,¼­¿ï,´«,-
1985,0106,¼­¿ï,´«,0.2
1985,0109,¼­¿ï,´«  ¼Ò³«´«,5.0
1985,0110,¼­¿ï,´«,-
1985,0111,¼­¿ï,´«,0.1
1985,0112,¼­¿ï,´«,0.2
1985,0115,¼­¿ï,´«,8.0
1985,0119,¼­¿ï,´«,13.6
1985,0125,¼­¿ï,´«,1.3
1985,0127,¼­¿ï,´«,10.7
1985,0131,¼­¿ï,´«,0.3
1985,0201,¼­¿ï,´«,0.0
1985,0210,¼­¿ï,´«,0.7
1985,0212,¼­¿ï,´«,1.6
1985,0213,¼­¿ï,´«,2.1
1985,0216,¼­¿ï,´«,2.5
1985,0218,¼­¿ï,´«,3.4
1985,0219,¼­¿ï,´«,5.4
1985,0220,¼­¿ï,´«,6.7
1985,0221,¼­¿ï,´«,0.0
1985,0222,¼­¿ï,´«,0.0
1985,0301,¼­¿ï,´«,-
1985,0307,¼­¿ï,´«,-
1985,1109,¼­¿ï,¼Ò³«¼ºÁø´«±úºñ,-
1985,1110,¼­¿ï,Áø´«±úºñ  ½Î¶ô´«,-
1985,1111,¼­¿ï,´«  ¼Ò³«´«,0.9
1985,1112,¼­¿ï,´«,-
1985,1116,¼­¿ï,´«,-
1985,1124,¼­¿ï,´«,-
1985,1125,¼­¿ï,´«,1.1
1985,1130,¼­¿ï,´«  ¼Ò³«´«,7.0
1985,1201,¼­¿ï,´«,3.4
1985,1212,¼­¿ï,´«,0.0
1985,1213,¼­¿ï,´«,2.3
1985,1218,¼­¿ï,´«,1.2
1985,1219,¼­¿ï,´«,0.7
1985,1222,¼­¿ï,´«,0.8
1985,1223,¼­¿ï,´«,0.0
1985,1224,¼­¿ï,½Î¶ô´«,-
1985,1225,¼­¿ï,½Î¶ô´«,0.1
1985,1230,¼­¿ï,´«  Áø´«±úºñ,-
1986,0101,¼­¿ï,´«,0.0
1986,0103,¼­¿ï,´«  ¼Ò³«´«  °¡·ç´«,13.9
1986,0106,¼­¿ï,´«,0.0
1986,0107,¼­¿ï,´«  °¡·ç´«,0.7
1986,0112,¼­¿ï,°¡·ç´«,0.0
1986,0113,¼­¿ï,°¡·ç´«,1.6
1986,0116,¼­¿ï,´«  °¡·ç´«,0.0
1986,0123,¼­¿ï,´«,-
1986,0127,¼­¿ï,´«,-
1986,0130,¼­¿ï,°¡·ç´«,-
1986,0202,¼­¿ï,´«,5.4
1986,0213,¼­¿ï,´«  °¡·ç´«,2.1
1986,0215,¼­¿ï,´«  °¡·ç´«  ½Î¶ô´«,0.3
1986,0217,¼­¿ï,´«,-
1986,0218,¼­¿ï,´«  Áø´«±úºñ,3.1
1986,0226,¼­¿ï,°¡·ç´«,-
1986,0227,¼­¿ï,´«,0.2
1986,0301,¼­¿ï,´«,-
1986,0318,¼­¿ï,Áø´«±úºñ,-
1986,0319,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,-
1986,1128,¼­¿ï,´«  Áø´«±úºñ,-
1986,1130,¼­¿ï,´«  °¡·ç´«,-
1986,1219,¼­¿ï,´«  Áø´«±úºñ,1.8
1986,1221,¼­¿ï,´«  ½Î¶ô´«,-
1986,1227,¼­¿ï,´«,-
1986,1229,¼­¿ï,´«,-
1986,1230,¼­¿ï,´«,-
1987,0101,¼­¿ï,´«,-
1987,0102,¼­¿ï,´«  Áø´«±úºñ,7.0
1987,0106,¼­¿ï,½Î¶ô´«,-
1987,0107,¼­¿ï,Áø´«±úºñ  ½Î¶ô´«,0.8
1987,0112,¼­¿ï,´«,1.2
1987,0114,¼­¿ï,´«,-
1987,0118,¼­¿ï,´«,-
1987,0123,¼­¿ï,´«  ½Î¶ô´«,3.3
1987,0126,¼­¿ï,´«,-
1987,0127,¼­¿ï,´«,-
1987,0201,¼­¿ï,°¡·ç´«,-
1987,0202,¼­¿ï,´«  °¡·ç´«,8.1
1987,0203,¼­¿ï,´«,-
1987,0213,¼­¿ï,´«  Áø´«±úºñ,-
1987,0228,¼­¿ï,´«  °¡·ç´«,0.3
1987,0325,¼­¿ï,´«,0.2
1987,1128,¼­¿ï,Áø´«±úºñ,-
1987,1202,¼­¿ï,´«,-
1987,1203,¼­¿ï,´«,1.0
1987,1215,¼­¿ï,´«,0.2
1987,1221,¼­¿ï,°¡·ç´«,-
1988,0101,¼­¿ï,´«  ½Î¶ô´«,0.5
1988,0107,¼­¿ï,´«  ½Î¶ô´«,0.3
1988,0108,¼­¿ï,´«  ¼Ò³«´«,0.2
1988,0117,¼­¿ï,´«,-
1988,0121,¼­¿ï,´«  Áø´«±úºñ,-
1988,0122,¼­¿ï,´«,0.5
1988,0123,¼­¿ï,´«,-
1988,0125,¼­¿ï,´«,0.2
1988,0130,¼­¿ï,´«  ½Î¶ô´«,0.8
1988,0201,¼­¿ï,´«  ½Î¶ô´«,-
1988,0204,¼­¿ï,´«  Áø´«±úºñ,4.1
1988,0212,¼­¿ï,´«,0.1
1988,0224,¼­¿ï,½Î¶ô´«,-
1988,0302,¼­¿ï,´«,0.1
1988,0304,¼­¿ï,´«,-
1988,0306,¼­¿ï,´«,2.1
1988,0307,¼­¿ï,´«,-
1988,0308,¼­¿ï,´«,2.1
1988,1210,¼­¿ï,´«,0.3
1988,1211,¼­¿ï,´«  ¼Ò³«´«,5.5
1988,1212,¼­¿ï,½Î¶ô´«,-
1988,1218,¼­¿ï,½Î¶ô´«,-
1988,1219,¼­¿ï,´«  Áø´«±úºñ,2.1
1988,1227,¼­¿ï,°¡·ç´«,0.3
1989,0102,¼­¿ï,½Î¶ô´«,-
1989,0111,¼­¿ï,´«  Áø´«±úºñ,-
1989,0112,¼­¿ï,½Î¶ô´«,-
1989,0113,¼­¿ï,½Î¶ô´«,0.4
1989,0118,¼­¿ï,´«  Áø´«±úºñ,-
1989,0123,¼­¿ï,Áø´«±úºñ,-
1989,0126,¼­¿ï,´«  Áø´«±úºñ  °¡·ç´«  ½Î¶ô´«,0.9
1989,0127,¼­¿ï,´«  °¡·ç´«,-
1989,0208,¼­¿ï,´«  Áø´«±úºñ,-
1989,0225,¼­¿ï,Áø´«±úºñ,-
1989,0302,¼­¿ï,´«,-
1989,0305,¼­¿ï,´«,-
1989,0316,¼­¿ï,´«  ½Î¶ô´«,-
1989,1118,¼­¿ï,´«,0.0
1989,1207,¼­¿ï,´«  Áø´«±úºñ,-
1989,1213,¼­¿ï,´«,0.6
1989,1214,¼­¿ï,´«  ½Î¶ô´«,2.4
1989,1220,¼­¿ï,Áø´«±úºñ,-
1989,1223,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,1.2
1989,1224,¼­¿ï,´«,4.9
1989,1226,¼­¿ï,´«,-
1989,1229,¼­¿ï,½Î¶ô´«,-
1990,0101,¼­¿ï,´«,-
1990,0102,¼­¿ï,´«,0.1
1990,0105,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,0.6
1990,0114,¼­¿ï,´«,-
1990,0117,¼­¿ï,½Î¶ô´«,-
1990,0118,¼­¿ï,½Î¶ô´«,-
1990,0121,¼­¿ï,´«  °¡·ç´«,4.5
1990,0122,¼­¿ï,´«,2.3
1990,0123,¼­¿ï,´«,0.0
1990,0127,¼­¿ï,´«,-
1990,0130,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,13.4
1990,0131,¼­¿ï,´«,14.2
1990,0201,¼­¿ï,´«,0.9
1990,0204,¼­¿ï,´«  °¡·ç´«  ½Î¶ô´«,-
1990,0210,¼­¿ï,´«  Áø´«±úºñ,0.9
1990,0211,¼­¿ï,Áø´«±úºñ,-
1990,0312,¼­¿ï,Áø´«±úºñ,-
1990,0317,¼­¿ï,´«  Áø´«±úºñ,-
1990,1201,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,4.5
1990,1202,¼­¿ï,´«,0.0
1990,1211,¼­¿ï,´«,-
1990,1213,¼­¿ï,´«  Áø´«±úºñ,-
1990,1216,¼­¿ï,´«,-
1990,1217,¼­¿ï,´«,0.1
1990,1218,¼­¿ï,´«,-
1990,1222,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,0.0
1990,1225,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,2.1
1990,1226,¼­¿ï,´«,-
1991,0101,¼­¿ï,´«  Áø´«±úºñ,-
1991,0103,¼­¿ï,´«,3.0
1991,0107,¼­¿ï,´«  ½Î¶ô´«,2.6
1991,0110,¼­¿ï,´«,-
1991,0115,¼­¿ï,´«,0.2
1991,0122,¼­¿ï,Áø´«±úºñ,-
1991,0124,¼­¿ï,´«,5.0
1991,0204,¼­¿ï,´«  ½Î¶ô´«,1.8
1991,0207,¼­¿ï,´«  Áø´«±úºñ,-
1991,0210,¼­¿ï,Áø´«±úºñ,-
1991,0211,¼­¿ï,Áø´«±úºñ,-
1991,0215,¼­¿ï,Áø´«±úºñ,-
1991,0218,¼­¿ï,´«,-
1991,0220,¼­¿ï,´«,2.9
1991,0221,¼­¿ï,´«,1.0
1991,0222,¼­¿ï,´«  °¡·ç´«,0.2
1991,0307,¼­¿ï,´«,-
1991,0308,¼­¿ï,´«  Áø´«±úºñ  ´«º¸¶ó,12.8
1991,0309,¼­¿ï,´«,0.7
1991,0310,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,0.5
1991,0311,¼­¿ï,Áø´«±úºñ,-
1991,0316,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,1.2
1991,0331,¼­¿ï,´«  ´«º¸¶ó,1.0
1991,1208,¼­¿ï,´«  Áø´«±úºñ,-
1991,1210,¼­¿ï,´«  Áø´«±úºñ,2.2
1991,1218,¼­¿ï,´«  Áø´«±úºñ,-
1991,1225,¼­¿ï,Áø´«±úºñ,-
1991,1226,¼­¿ï,Áø´«±úºñ  ½Î¶ô´«,-
1991,1227,¼­¿ï,´«  Áø´«±úºñ,0.8
1991,1228,¼­¿ï,´«,5.0
1991,1231,¼­¿ï,´«,-
1992,0102,¼­¿ï,½Î¶ô´«,0.0
1992,0107,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,-
1992,0109,¼­¿ï,´«,-
1992,0113,¼­¿ï,´«  °¡·ç´«,2.7
1992,0116,¼­¿ï,´«,6.0
1992,0121,¼­¿ï,´«  ½Î¶ô´«,0.2
1992,0122,¼­¿ï,´«,0.3
1992,0125,¼­¿ï,½Î¶ô´«,0.4
1992,0131,¼­¿ï,´«,1.5
1992,0202,¼­¿ï,´«  ¼Ò³«´«  ½Î¶ô´«,1.1
1992,0203,¼­¿ï,´«,4.6
1992,0206,¼­¿ï,´«,3.3
1992,0207,¼­¿ï,´«,0.0
1992,0212,¼­¿ï,´«,0.0
1992,0215,¼­¿ï,´«  ½Î¶ô´«,2.9
1992,0218,¼­¿ï,´«,1.7
1992,0220,¼­¿ï,´«,-
1992,0221,¼­¿ï,´«,0.1
1992,0223,¼­¿ï,´«  Áø´«±úºñ  ¼Ò³«´«,1.2
1992,0224,¼­¿ï,´«,-
1992,0306,¼­¿ï,¼Ò³«´«,-
1992,1109,¼­¿ï,´«  Áø´«±úºñ,-
1992,1110,¼­¿ï,Áø´«±úºñ,-
1992,1120,¼­¿ï,°¡·ç´«,-
1992,1210,¼­¿ï,´«  Áø´«±úºñ,-
1992,1212,¼­¿ï,´«  Áø´«±úºñ  °¡·ç´«,3.3
1992,1216,¼­¿ï,´«,-
1992,1217,¼­¿ï,´«,-
1992,1223,¼­¿ï,¼Ò³«´«,-
1992,1227,¼­¿ï,´«  °¡·ç´«,0.2
1992,1230,¼­¿ï,´«  ½Î¶ô´«,1.8
1993,0106,¼­¿ï,´«  Áø´«±úºñ,-
1993,0117,¼­¿ï,´«,3.1
1993,0118,¼­¿ï,´«,-
1993,0126,¼­¿ï,¼Ò³«´«,0.7
1993,0211,¼­¿ï,´«,2.2
1993,0222,¼­¿ï,´«,-
1993,0227,¼­¿ï,Áø´«±úºñ,-
1993,0228,¼­¿ï,´«  Áø´«±úºñ,-
1993,0301,¼­¿ï,´«,-
1993,0307,¼­¿ï,Áø´«±úºñ,-
1993,0407,¼­¿ï,´«,-
1993,0410,¼­¿ï,´«  Áø´«±úºñ,-
1993,1121,¼­¿ï,´«  Áø´«±úºñ,0.7
1993,1122,¼­¿ï,´«,1.4
1993,1123,¼­¿ï,´«,6.9
1993,1210,¼­¿ï,Áø´«±úºñ,-
1993,1216,¼­¿ï,´«,0.3
1993,1218,¼­¿ï,´«,-
1993,1219,¼­¿ï,´«,-
1993,1221,¼­¿ï,´«,0.2
1993,1222,¼­¿ï,´«,0.1
1993,1223,¼­¿ï,°¡·ç´«,-
1993,1230,¼­¿ï,´«  Áø´«±úºñ,-
1993,1231,¼­¿ï,´«,-
1994,0105,¼­¿ï,´«  Áø´«±úºñ,-
1994,0106,¼­¿ï,´«  Áø´«±úºñ,0.6
1994,0117,¼­¿ï,°¡·ç´«,-
1994,0121,¼­¿ï,´«,0.3
1994,0122,¼­¿ï,´«,1.4
1994,0123,¼­¿ï,´«,3.1
1994,0124,¼­¿ï,´«,-
1994,0125,¼­¿ï,´«  ½Î¶ô´«,0.5
1994,0126,¼­¿ï,´«,0.5
1994,0202,¼­¿ï,´«,-
1994,0209,¼­¿ï,´«  Áø´«±úºñ,9.3
1994,0211,¼­¿ï,´«,0.0
1994,0212,¼­¿ï,´«,0.3
1994,0221,¼­¿ï,´«,-
1994,0222,¼­¿ï,´«,2.7
1994,0311,¼­¿ï,´«,-
1994,0314,¼­¿ï,´«,-
1994,0324,¼­¿ï,´«,1.5
1994,0325,¼­¿ï,´«,-
1994,1204,¼­¿ï,´«,0.6
1994,1214,¼­¿ï,´«,0.8
1994,1230,¼­¿ï,´«  Áø´«±úºñ,-
1995,0103,¼­¿ï,´«  Áø´«±úºñ,4.2
1995,0104,¼­¿ï,´«,0.7
1995,0105,¼­¿ï,´«,0.9
1995,0112,¼­¿ï,´«,4.0
1995,0118,¼­¿ï,´«,1.0
1995,0122,¼­¿ï,´«  Áø´«±úºñ,0.8
1995,0125,¼­¿ï,´«,-
1995,0127,¼­¿ï,´«,-
1995,0128,¼­¿ï,´«,-
1995,0129,¼­¿ï,´«,1.0
1995,0215,¼­¿ï,´«,0.6
1995,0225,¼­¿ï,´«  Áø´«±úºñ,0.8
1995,0226,¼­¿ï,´«  Áø´«±úºñ,0.0
1995,0228,¼­¿ï,´«  Áø´«±úºñ,-
1995,0303,¼­¿ï,´«,-
1995,0304,¼­¿ï,´«  ¼Ò³«´«,-
1995,0310,¼­¿ï,´«  Áø´«±úºñ,-
1995,0312,¼­¿ï,´«  Áø´«±úºñ,0.5
1995,0318,¼­¿ï,¼Ò³«´«,-
1995,1101,¼­¿ï,¼Ò³«´«,-
1995,1123,¼­¿ï,¼Ò³«´«,-
1995,1124,¼­¿ï,´«,0.6
1995,1215,¼­¿ï,´«,0.3
1995,1220,¼­¿ï,´«,-
1995,1224,¼­¿ï,´«,0.4
1995,1228,¼­¿ï,´«,3.1
1995,1229,¼­¿ï,½Î¶ô´«,0.3
1995,1231,¼­¿ï,´«  °¡·ç´«,-
1996,0105,¼­¿ï,Áø´«±úºñ,-
1996,0107,¼­¿ï,´«,-
1996,0108,¼­¿ï,´«,0.3
1996,0115,¼­¿ï,Áø´«±úºñ,-
1996,0127,¼­¿ï,¼Ò³«´«,-
1996,0128,¼­¿ï,´«,-
1996,0129,¼­¿ï,¼Ò³«´«,-
1996,0131,¼­¿ï,¼Ò³«´«,3.2
1996,0204,¼­¿ï,´«  ¼Ò³«´«,0.2
1996,0208,¼­¿ï,´«,0.4
1996,0218,¼­¿ï,¼Ò³«´«,-
1996,0304,¼­¿ï,¼Ò³«¼ºÁø´«±úºñ,-
1996,0313,¼­¿ï,¼Ò³«´«  ¼Ò³«¼ºÁø´«±úºñ,-
1996,0318,¼­¿ï,¼Ò³«´«,-
1996,0325,¼­¿ï,´«  Áø´«±úºñ,-
1996,1117,¼­¿ï,´«  Áø´«±úºñ,-
1996,1123,¼­¿ï,´«  Áø´«±úºñ,-
1996,1128,¼­¿ï,´«  Áø´«±úºñ  ¼Ò³«´«,0.7
1996,1129,¼­¿ï,´«  ¼Ò³«´«,0.4
1996,1130,¼­¿ï,´«,3.5
1996,1204,¼­¿ï,´«  Áø´«±úºñ,-
1996,1206,¼­¿ï,´«,-
1996,1208,¼­¿ï,´«,-
1996,1219,¼­¿ï,´«,-
1997,0101,¼­¿ï,¼Ò³«´«  ½Î¶ô´«,1.6
1997,0102,¼­¿ï,¼Ò³«´«  ¼Ò³«¼ºÁø´«±úºñ,0.5
1997,0105,¼­¿ï,¼Ò³«´«,0.1
1997,0106,¼­¿ï,´«  ¼Ò³«´«,4.2
1997,0107,¼­¿ï,´«,1.1
1997,0128,¼­¿ï,¼Ò³«´«,-
1997,0129,¼­¿ï,´«,1.2
1997,0131,¼­¿ï,´«,1.5
1997,0205,¼­¿ï,´«,-
1997,0206,¼­¿ï,´«,-
1997,0210,¼­¿ï,´«,-
1997,0211,¼­¿ï,´«,-
1997,0215,¼­¿ï,Áø´«±úºñ,-
1997,0218,¼­¿ï,´«,0.6
1997,0315,¼­¿ï,Áø´«±úºñ,-
1997,1030,¼­¿ï,´«,-
1997,1208,¼­¿ï,´«  Áø´«±úºñ,-
1997,1209,¼­¿ï,´«,-
1997,1210,¼­¿ï,´«,-
1997,1211,¼­¿ï,´«,4.8
1997,1212,¼­¿ï,´«,0.0
1998,0101,¼­¿ï,´«  Áø´«±úºñ,0.3
1998,0104,¼­¿ï,´«,1.4
1998,0105,¼­¿ï,´«  ¼Ò³«´«,0.6
1998,0107,¼­¿ï,´«,-
1998,0108,¼­¿ï,´«,3.8
1998,0111,¼­¿ï,´«,-
1998,0112,¼­¿ï,´«,0.7
1998,0117,¼­¿ï,´«  Áø´«±úºñ,-
1998,0120,¼­¿ï,´«  ¼Ò³«´«,3.8
1998,0122,¼­¿ï,´«  ¼Ò³«´«,0.0
1998,0125,¼­¿ï,´«,0.4
1998,0126,¼­¿ï,´«,0.3
1998,0207,¼­¿ï,´«  ¼Ò³«´«,-
1998,0209,¼­¿ï,´«,14.5
1998,1117,¼­¿ï,¼Ò³«´«,-
1998,1119,¼­¿ï,´«,2.2
1998,1121,¼­¿ï,´«,2.2
1998,1122,¼­¿ï,´«,1.0
1998,1123,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,-
1998,1205,¼­¿ï,´«  Áø´«±úºñ,-
1998,1210,¼­¿ï,´«  Áø´«±úºñ,-
1998,1211,¼­¿ï,Áø´«±úºñ,-
1998,1228,¼­¿ï,Áø´«±úºñ  ½Î¶ô´«,-
1999,0102,¼­¿ï,½Î¶ô´«,0.3
1999,0128,¼­¿ï,´«,0.2
1999,0129,¼­¿ï,´«,8.4
1999,0211,¼­¿ï,´«  ¼Ò³«´«,1.2
1999,0214,¼­¿ï,´«,1.2
1999,0308,¼­¿ï,´«  Áø´«±úºñ,-
1999,0321,¼­¿ï,Áø´«±úºñ,-
1999,1127,¼­¿ï,´«,-
1999,1129,¼­¿ï,´«  Áø´«±úºñ,-
1999,1212,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,1.2
1999,1214,¼­¿ï,¼Ò³«´«,2.7
1999,1223,¼­¿ï,´«,-
1999,1224,¼­¿ï,´«  Áø´«±úºñ,5.0
1999,1225,¼­¿ï,´«,-
2000,0105,¼­¿ï,´«  Áø´«±úºñ,3.5
2000,0107,¼­¿ï,´«,-
2000,0108,¼­¿ï,´«,2.3
2000,0109,¼­¿ï,´«,-
2000,0110,¼­¿ï,¼Ò³«´«,0.1
2000,0113,¼­¿ï,Áø´«±úºñ,-
2000,0119,¼­¿ï,´«,2.0
2000,0120,¼­¿ï,´«,-
2000,0122,¼­¿ï,´«,2.8
2000,0123,¼­¿ï,´«  Áø´«±úºñ,1.1
2000,0129,¼­¿ï,´«,-
2000,0130,¼­¿ï,´«,-
2000,0203,¼­¿ï,´«,-
2000,0205,¼­¿ï,´«,0.9
2000,0206,¼­¿ï,´«,1.9
2000,0207,¼­¿ï,´«,-
2000,0211,¼­¿ï,´«,-
2000,0214,¼­¿ï,´«,1.3
2000,0223,¼­¿ï,´«,-
2000,0226,¼­¿ï,´«,-
2000,0308,¼­¿ï,´«,-
2000,1112,¼­¿ï,Áø´«±úºñ,-
2000,1212,¼­¿ï,´«,-
2000,1214,¼­¿ï,´«,-
2000,1220,¼­¿ï,´«,-
2000,1224,¼­¿ï,´«,0.9
2000,1225,¼­¿ï,´«,1.8
2000,1227,¼­¿ï,´«,0.0
2000,1228,¼­¿ï,´«,0.1
2001,0101,¼­¿ï,´«,2.0
2001,0105,¼­¿ï,´«,-
2001,0107,¼­¿ï,´«,15.6
2001,0109,¼­¿ï,´«,3.4
2001,0110,¼­¿ï,´«,1.2
2001,0111,¼­¿ï,´«,1.0
2001,0117,¼­¿ï,´«,-
2001,0118,¼­¿ï,´«  ½Î¶ô´«,0.0
2001,0119,¼­¿ï,´«,-
2001,0120,¼­¿ï,´«,2.2
2001,0126,¼­¿ï,´«,-
2001,0127,¼­¿ï,´«,2.8
2001,0129,¼­¿ï,¼Ò³«´«,-
2001,0131,¼­¿ï,´«  Áø´«±úºñ,3.0
2001,0202,¼­¿ï,´«,0.4
2001,0208,¼­¿ï,´«,0.2
2001,0209,¼­¿ï,´«  ¼Ò³«´«,1.0
2001,0215,¼­¿ï,´«  ½Î¶ô´«,23.4
2001,0218,¼­¿ï,Áø´«±úºñ,-
2001,0223,¼­¿ï,´«  Áø´«±úºñ,1.9
2001,0224,¼­¿ï,´«  ½Î¶ô´«,5.0
2001,0227,¼­¿ï,Áø´«±úºñ,-
2001,0303,¼­¿ï,´«  Áø´«±úºñ,2.8
2001,0304,¼­¿ï,´«  ¼Ò³«´«,1.5
2001,0327,¼­¿ï,´«  ¼Ò³«´«,0.3
2001,0328,¼­¿ï,´«,1.1
2001,0329,¼­¿ï,´«  ¼Ò³«´«,-
2001,0330,¼­¿ï,¼Ò³«¼ºÁø´«±úºñ,-
2001,1127,¼­¿ï,´«  Áø´«±úºñ,-
2001,1217,¼­¿ï,´«,0.2
2001,1221,¼­¿ï,´«,-
2001,1224,¼­¿ï,´«,0.0
2001,1225,¼­¿ï,´«,-
2001,1229,¼­¿ï,´«,1.8
2001,1231,¼­¿ï,´«  Áø´«±úºñ,3.8
2002,0104,¼­¿ï,´«,-
2002,0107,¼­¿ï,´«  Áø´«±úºñ,0.3
2002,0120,¼­¿ï,´«  Áø´«±úºñ,0.9
2002,0121,¼­¿ï,´«  ¼Ò³«´«,4.8
2002,0122,¼­¿ï,´«,-
2002,0126,¼­¿ï,´«  Áø´«±úºñ  °¡·ç´«,-
2002,0129,¼­¿ï,´«,0.8
2002,0210,¼­¿ï,´«,-
2002,0211,¼­¿ï,´«,-
2002,0305,¼­¿ï,Áø´«±úºñ,-
2002,0306,¼­¿ï,´«  Áø´«±úºñ,0.1
2002,1108,¼­¿ï,¼Ò³«´«,-
2002,1112,¼­¿ï,¼Ò³«´«,-
2002,1113,¼­¿ï,´«,-
2002,1114,¼­¿ï,´«,-
2002,1117,¼­¿ï,´«  Áø´«±úºñ,2.2
2002,1126,¼­¿ï,´«  Áø´«±úºñ,-
2002,1208,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,1.3
2002,1224,¼­¿ï,´«  Áø´«±úºñ,-
2002,1225,¼­¿ï,´«,1.2
2002,1228,¼­¿ï,´«,-
2002,1230,¼­¿ï,´«,1.3
2002,1231,¼­¿ï,´«,0.2
2003,0103,¼­¿ï,´«,2.5
2003,0104,¼­¿ï,´«,0.4
2003,0122,¼­¿ï,´«,0.8
2003,0126,¼­¿ï,´«  Áø´«±úºñ,-
2003,0127,¼­¿ï,´«  Áø´«±úºñ,5.3
2003,0128,¼­¿ï,´«,-
2003,0131,¼­¿ï,´«,-
2003,0212,¼­¿ï,´«,0.2
2003,0213,¼­¿ï,´«,-
2003,0218,¼­¿ï,´«  Áø´«±úºñ,-
2003,0306,¼­¿ï,´«  Áø´«±úºñ,-
2003,0307,¼­¿ï,´«  Áø´«±úºñ,0.5
2003,0308,¼­¿ï,´«  Áø´«±úºñ,0.5
2003,0309,¼­¿ï,Áø´«±úºñ,-
2003,1208,¼­¿ï,´«,1.0
2004,0112,¼­¿ï,´«,1.2
2004,0113,¼­¿ï,´«,0.0
2004,0117,¼­¿ï,´«  Áø´«±úºñ,2.5
2004,0118,¼­¿ï,´«  ½Î¶ô´«,6.3
2004,0119,¼­¿ï,´«,-
2004,0120,¼­¿ï,´«,3.2
2004,0204,¼­¿ï,´«,-
2004,0205,¼­¿ï,´«,0.1
2004,0206,¼­¿ï,´«,0.7
2004,0207,¼­¿ï,´«,-
2004,0211,¼­¿ï,½Î¶ô´«,-
2004,0214,¼­¿ï,½Î¶ô´«,-
2004,0226,¼­¿ï,¼Ò³«´«,0.5
2004,0304,¼­¿ï,´«,18.5
2004,0305,¼­¿ï,´«,-
2004,0317,¼­¿ï,½Î¶ô´«,-
2004,1126,¼­¿ï,´«  Áø´«±úºñ  ¼Ò³«´«,-
2005,0102,¼­¿ï,¼Ò³«´«,-
2005,0106,¼­¿ï,´«,-
2005,0107,¼­¿ï,´«,-
2005,0108,¼­¿ï,´«,0.2
2005,0110,¼­¿ï,´«,-
2005,0116,¼­¿ï,´«,0.7
2005,0118,¼­¿ï,´«  Áø´«±úºñ,0.2
2005,0129,¼­¿ï,´«  Áø´«±úºñ,1.4
2005,0131,¼­¿ï,´«,-
2005,0208,¼­¿ï,´«,-
2005,0216,¼­¿ï,´«  Áø´«±úºñ,0.4
2005,0219,¼­¿ï,´«,0.2
2005,0221,¼­¿ï,´«,-
2005,0222,¼­¿ï,´«,1.9
2005,0302,¼­¿ï,´«,4.9
2005,0324,¼­¿ï,Áø´«±úºñ,-
2005,1129,¼­¿ï,´«,-
2005,1201,¼­¿ï,´«,-
2005,1203,¼­¿ï,´«,7.6
2005,1204,¼­¿ï,´«,1.5
2005,1218,¼­¿ï,´«,1.0
2005,1221,¼­¿ï,´«,1.6
2005,1222,¼­¿ï,´«,0.5
2005,1223,¼­¿ï,´«,0.2
2005,1225,¼­¿ï,´«,0.7
2005,1230,¼­¿ï,´«,0.4
2006,0101,¼­¿ï,´«  °¡·ç´«,-
2006,0109,¼­¿ï,´«,1.5
2006,0131,¼­¿ï,Áø´«±úºñ,-
2006,0207,¼­¿ï,´«,7.0
2006,0209,¼­¿ï,´«,1.1
2006,0228,¼­¿ï,Áø´«±úºñ,-
2006,0301,¼­¿ï,´«,2.8
2006,0302,¼­¿ï,´«,1.5
2006,0313,¼­¿ï,´«,-
2006,0328,¼­¿ï,´«,-
2006,1106,¼­¿ï,´«,-
2006,1130,¼­¿ï,´«  Áø´«±úºñ,0.2
2006,1216,¼­¿ï,´«,4.1
